94	94	94	94	94	94	94	94	95	96	94	94	94	94	94	94	94	94	94	94	94	94	95	96	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	97	98	4	4	4	4	4	4	4	4	4	4	4	4	97	98	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	4	4	4	4	4	4	4	4	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	4	4	4
94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	4	4	4
